query_id,article_id,original_title,paraphrase,label_name,subject,gold_chunk_ids,gold_article_ids,n_gold_chunks
para-24228,24228,Trump Begins Day Of Diplomacy By Escalating Hot War With The Press (TWEETS),trump begins day diplomacy by escalating hot war with press (tweets),fake,News,24228:0|24228:1|24228:2|24228:3,24228,4
para-26441,26441,Tim Kaine: Trump ‘Unfit’ For Presidency Due To Blatant Disrespect Of Military (VIDEO),tim kaine: trump unfit presidency due blatant disrespect military,fake,News,26441:0|26441:1|26441:2|26441:3,26441,4
para-7412,7412,Republicans defend grip on U.S. Congress as Trump wins presidency,republicans defend grip u.s. congress as trump wins presidency,true,politicsNews,7412:0|7412:1|7412:2|7412:3|7412:4|7412:5|7412:6,7412,7
para-9913,9913,U.N. rights chief decries 'bigotry' in U.S. presidential race,u.n. rights chief decries 'bigotry' u.s. presidential race,true,politicsNews,9913:0|9913:1|9913:2|9913:3,9913,4
para-15500,15500,Chinese 'most-wanted' fugitive returns seven years after fleeing to Canada,chinese 'most-wanted' fugitive returns seven years following fleeing canada,true,worldnews,15500:0|15500:1,15500,2
para-14365,14365,SPD leader says voters must reassess German political situation,spd leader states voters must reassess german political situation,true,worldnews,14365:0,14365,1
para-3736,3736,Controversial Milwaukee County sheriff says taking U.S. Homeland Security post,controversial milwaukee county sheriff states taking u.s. homeland security post,true,politicsNews,3736:0|3736:1|3736:2|3736:3,3736,4
para-37605,37605,WATCH PRICELESS EXCHANGE Between Neil Gorsuch and Ben Sasse On The Role of The Declaration of Independence [Video],priceless exchange between neil gorsuch ben sasse role declaration independence,fake,Government News,37605:0,37605,1
para-5813,5813,A barb at Germany puts Trump administration on collision course with EU,barb at germany puts trump administration collision course with eu,true,politicsNews,5813:0|5813:1|5813:2|5813:3|5813:4|5813:5|5813:6|5813:7,5813,8
para-12741,12741,U.N. warns against any hasty returns of Rohingya to Myanmar,u.n. cautions versus any hasty returns rohingya myanmar,true,worldnews,12741:0|12741:1|12741:2|12741:3|12741:4,12741,5
para-41892,41892,"5-STAR MOOCH Tells Graduates: “Every Single Day, I Wake Up In A House That Was Built By Slaves” [VIDEO]","5-star mooch tells graduates: every single day, i wake up house that was built by slaves",fake,left-news,41892:0|41892:1,41892,2
para-43083,43083,AMAZING! JUDGE LYNN TOLER ON THE DEFINITION OF MANHOOD,amazing judge lynn toler definition manhood,fake,left-news,43083:0,43083,1
para-8526,8526,Factbox: Republican presidential candidate Trump's economic team,What happened with factbox: republican presidential candidate trump's economic team,true,politicsNews,8526:0|8526:1|8526:2|8526:3|8526:4|8526:5|8526:6|8526:7|8526:8|8526:9|8526:10,8526,11
para-43630,43630,BREAKING: Michael Flynn Resigns as Trump’s National Security Advisor,michael flynn resigns as trump s national security advisor,fake,US_News,43630:0|43630:1|43630:2|43630:3,43630,4
para-937,937,U.S. Senate Republicans want to speed Trump nominee approvals,u.s. senate republicans want speed trump nominee approvals,true,politicsNews,937:0|937:1|937:2|937:3,937,4
para-33259,33259,AWESOME! STREET ARTIST SABO TARGETS Hollywood Liberals With TRUMP ’24’ Spoof Posters,awesome street artist sabo targets hollywood liberals with trump 24 spoof posters,fake,politics,33259:0,33259,1
para-36068,36068,THIS INTERNATIONAL COMPANY Is Luring Refugees And Illegals To America…Do You Buy Meat From Them?,this international company is luring refugees illegals america do you buy meat from them,fake,politics,36068:0|36068:1|36068:2|36068:3,36068,4
para-29289,29289,"Michele Bachmann Goes Full Stupid, Questions If The Poor Should Be Allowed To Vote (SCREENSHOTS)","michele bachmann goes full stupid, questions if poor should be allowed vote (screenshots)",fake,News,29289:0|29289:1|29289:2,29289,3
para-22243,22243,Here Are 12 Tweets Trump DEFINITELY Regrets Sending,What happened with here are 12 tweets trump definitely regrets sending,fake,News,22243:0|22243:1|22243:2|22243:3|22243:4|22243:5|22243:6|22243:7|22243:8,22243,9
para-8522,8522,On the trail with Mike Pence: Putting out fires lit by Trump,trail with mike pence: putting out fires lit by trump,true,politicsNews,8522:0|8522:1|8522:2|8522:3|8522:4|8522:5|8522:6,8522,7
para-7833,7833,Sanders among five senators asking Obama to order Dakota pipeline review,sanders among five senators asking obama order dakota pipeline review,true,politicsNews,7833:0|7833:1|7833:2|7833:3|7833:4,7833,5
para-11923,11923,Britain joins U.S. in blaming North Korea for 'WannaCry' attack,britain joins u.s. blaming north korea 'wannacry' attack,true,worldnews,11923:0,11923,1
para-34802,34802,"WOW! WATCH Journalist Cassandra Fairbanks: “Why I, A Bernie Supporter Prefer Trump To Hillary Clinton”","wow watch journalist cassandra fairbanks: why i, bernie supporter prefer trump hillary clinton",fake,politics,34802:0,34802,1
para-21508,21508,That Time Trump Mocked Marco Rubio For Drinking Water Just Came Back To Haunt Him,that time trump mocked marco rubio drinking water just came back haunt him,fake,News,21508:0|21508:1|21508:2|21508:3|21508:4,21508,5
para-7735,7735,"Trump gains on Clinton despite furor over women, election comments","trump gains clinton despite furor regarding women, election comments",true,politicsNews,7735:0|7735:1|7735:2|7735:3|7735:4,7735,5
para-2228,2228,Reports suggest North Korea treating foreign detainees inhumanely: U.N.,Reports concerning reports suggest north korea treating foreign detainees inhumanely: u.n,true,politicsNews,2228:0|2228:1|2228:2|2228:3,2228,4
